Time,Entry Location,Entry,Enabled,Category,Profile,Description,Signer,Company,Image Path,Version,Launch String,MD5,SHA-1,PESHA-1,PESHA-256,SHA-256,IMP
18/06/1982 11:31,"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.yvyu",enabled,"Codecs",System-wide,"Microsoft UYVY Video Decompressor","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\msyuv.dll",10.0.17763.1,"msyuv.dll",F745EC391FDD60836D98BE15B8B8657E,E4B0E2BBFAA92E83830ED0EBC631DB658DCD27E2,85C3C2A77623B84E6B18E55A5BC49B6BE0457F2A,C148A5E106EEE57A63717E148897C3477EC53DE563A2B997F40AEAC63DE33903,51B81C660EC1548F54342290DC2ED7ADF463E9DB7679A85ED594208BCB8E1018,364E2220E730E6509877B0FDB7F20A9F
21/12/1944 05:02,"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","wavemapper",enabled,"Codecs",System-wide,"Microsoft Sound Mapper","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\msacm32.drv",10.0.17763.1,"msacm32.drv",F877A1DA90103B6DF26766D7EC02D5BC,10EF19C6BAA628944CEA7FEB1B15231FDD4E14DD,DF9222E8F115E50DE05D7AD2D27BDC071ADD62AF,933C24C766E4B4FFA9B765996A61E755281E4028065EC98C85A7AE146ABCBE87,267A10CA7A2D921D020653C312D54E511D12682B2C22732B9C0DEA63234A954D,B2ACECEAC31E8D3C0ED0748631850ABA
17/11/1926 01:24,"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.l3acm",enabled,"Codecs",System-wide,"MPEG Layer-3 Audio Codec for MSACM","(Verified) Microsoft Windows","Fraunhofer Institut Integrierte Schaltungen IIS","c:\windows\system32\l3codeca.acm",1.9.0.401,"C:\Windows\System32\l3codeca.acm",24F5292DBAFCC2C7DEC71D5F19550BA5,0D95BBC281DF0A0BD05B399C05ED6807B9A80268,4C67A169007CFAC2F52800E7B5182574BAABB448,D5C7673F75ED13767DEB5E220103DD26B1F35600ADD4414827BC92A9EE36970B,3482EAD245C780AE0A78DD485A2930B521DE7F2254C1CA9DC37F0D939C3CCBA0,2EB85E56F7FA5F1F990A7A1AA9B69735
27/02/1914 19:51,"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","wave",enabled,"Codecs",System-wide,"Winmm  audio system driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wdmaud.drv",10.0.17763.1,"wdmaud.drv",BA8C8398B3DA1BCC1737FBD9CA7526F0,5E232E15D3AE8AFF172F3D492E67C2C8A3A3772D,22E5B934FBB9B8EED168F5BD0121AD902CCB797A,0B137D3D5463B4D65E0A5B27DC3CF2D0382F06DBE570AAC217E09F4A9D1CB5E3,DFB05868B5AE27E40C05579ED8C8FC5B1360E1084583B40AD2BC7FCE02DF9863,E611547AD01C0DE343510108805E025F
27/02/1914 19:51,"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","midi",enabled,"Codecs",System-wide,"Winmm  audio system driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wdmaud.drv",10.0.17763.1,"wdmaud.drv",BA8C8398B3DA1BCC1737FBD9CA7526F0,5E232E15D3AE8AFF172F3D492E67C2C8A3A3772D,22E5B934FBB9B8EED168F5BD0121AD902CCB797A,0B137D3D5463B4D65E0A5B27DC3CF2D0382F06DBE570AAC217E09F4A9D1CB5E3,DFB05868B5AE27E40C05579ED8C8FC5B1360E1084583B40AD2BC7FCE02DF9863,E611547AD01C0DE343510108805E025F
27/02/1914 19:51,"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","mixer",enabled,"Codecs",System-wide,"Winmm  audio system driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wdmaud.drv",10.0.17763.1,"wdmaud.drv",BA8C8398B3DA1BCC1737FBD9CA7526F0,5E232E15D3AE8AFF172F3D492E67C2C8A3A3772D,22E5B934FBB9B8EED168F5BD0121AD902CCB797A,0B137D3D5463B4D65E0A5B27DC3CF2D0382F06DBE570AAC217E09F4A9D1CB5E3,DFB05868B5AE27E40C05579ED8C8FC5B1360E1084583B40AD2BC7FCE02DF9863,E611547AD01C0DE343510108805E025F
27/02/1914 19:51,"HKLM\Software\Microsoft\Windows NT\CurrentVersion\Drivers32","aux",enabled,"Codecs",System-wide,"Winmm  audio system driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wdmaud.drv",10.0.17763.1,"wdmaud.drv",BA8C8398B3DA1BCC1737FBD9CA7526F0,5E232E15D3AE8AFF172F3D492E67C2C8A3A3772D,22E5B934FBB9B8EED168F5BD0121AD902CCB797A,0B137D3D5463B4D65E0A5B27DC3CF2D0382F06DBE570AAC217E09F4A9D1CB5E3,DFB05868B5AE27E40C05579ED8C8FC5B1360E1084583B40AD2BC7FCE02DF9863,E611547AD01C0DE343510108805E025F
06/11/2020 13:22,HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32,,,"Codecs",System-wide,,,,,,,,,,,
20/12/1940 13:26,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","midimapper",enabled,"Codecs",System-wide,"Microsoft MIDI Mapper","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\midimap.dll",10.0.17763.1,"midimap.dll",A39777EE021B8B07904D4B61447A7E2D,4430271CBE1526CC5B56A03FD5A7B038F236D37F,2822CC046121274754913C03E38389A195F405C8,6C30C0A4473B4F216FBAEFD87540C7AD69580E43C3E96E2A4B1C03CC62C3E418,B45BE81F09FFED79A71D917FD808D558B84A303F7D3C64D6FB7322D7C7E31CA3,805EDDF7F5F49C341BC64C7B93D93A1E
14/04/2037 02:14,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.imaadpcm",enabled,"Codecs",System-wide,"IMA ADPCM CODEC for MSACM","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\imaadp32.acm",10.0.17763.1,"imaadp32.acm",D4E55BC1EE1A8422E06D4D589017284B,D8193B8DF63A131BAAFED3F19E076811D75707E7,229348250D689724FE604B525C2974CA3F6F2FC1,A1AA408CE9F02E00D03FADF10E67796964A2A58EFBDD0683C1C356AB90224B69,C10C3E5B4F9A3D9A39C69A5DEF0C3DBB206B18AB7611B202F15A74F7242456B2,0017756A3FA92FA9B4382728F1AA9B81
14/09/2023 03:50,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.msadpcm",enabled,"Codecs",System-wide,"Microsoft ADPCM CODEC for MSACM","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msadp32.acm",10.0.17763.1,"msadp32.acm",0E942A0F83382982067F41D5D748E485,D297AF2D04D2F9F853955D6DF7A65E3FB07CF40C,583E77BE4AF51B608DCAC8B7B59311EBC8D7F31D,89FED77DAC782CBD14916C6982640C9DAF4338596720AD0C46A2D10C876FEA6F,1BC87EEF53C9A02BF661E7E33253AE7874F6728749BF5F8ED8D8A9C957EB2FCF,C908C0F59A1AE8DF3C5AF1C8817FD0D8
16/12/1949 23:06,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.msg711",enabled,"Codecs",System-wide,"Microsoft CCITT G.711 (A-Law and u-Law) CODEC for MSACM","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msg711.acm",10.0.17763.1,"msg711.acm",7EF420748405C8366A3E0E2D270833BA,88D3E6DF2C92BC8975E68996355A2368183005CA,832280D1FCCAFD46675538B5B17B2BE4B4292018,430F4E78AC0D2A2E86AFDB77461BB85166169A5C7572DBDA5E1AF6E728D957A0,160177D9728A4B41CD1D28555B7C50F412782A8CEB2B186C672589D1D8B46F30,C908C0F59A1AE8DF3C5AF1C8817FD0D8
10/07/1987 02:31,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.msgsm610",enabled,"Codecs",System-wide,"Microsoft GSM 6.10 Audio CODEC for MSACM","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msgsm32.acm",10.0.17763.1,"msgsm32.acm",CD0B6522C4860DCB654F0EF654BD2B2A,2AB2186198181F808EAADBEC039B2E28BB3CA20D,A20C9E2594FD9E9F7AC6823A7999AB81603D1778,77E2FA06210742F04A5204D1692947306A199A1644FBDC2B85271F789D475EB1,BC8C6923BE836225DA3B685FDB70B149598602415CB387D001C1A85DE57924C9,35F27ECDC95F365F6F755AEF32E856E8
06/11/2013 08:40,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.cvid",enabled,"Codecs",System-wide,"Cinepak® Codec","(Verified) Microsoft Windows","Radius Inc.","c:\windows\syswow64\iccvid.dll",1.10.0.12,"iccvid.dll",7D4652B6413FE0EB85D2D7575F8E3C71,9813D1653288A3DAE7E020E5E7BC3F1ED3A9C228,50AF0E5504D138929316EAB2AEE1018F1F18E4F7,6D3A19F3C29DEAD825C0BA6926CBB93B6A2CB879C6F3F34529D4A5C297F3C03B,F2A4EB8F963724AEB827C53DDD7798B9F8AA9298FB26FC621037AAB8A71D30B9,395A8D48D69AA9AC9BA5D151C36E6F34
14/07/2012 22:09,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.i420",enabled,"Codecs",System-wide,"Intel Indeo(R) Video YUV Codec","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\iyuv_32.dll",10.0.17763.1,"iyuv_32.dll",E920C7087FDEC9A5DC4E025E9938353F,041F536DF2D0EF499B9C2D30689D0E3CEACF7FDF,5196A02D92CA4D340943EABF10F8C7E730E0372E,20BAF71FDE531471E804FC4472EEEF3DB9AD991658983B2FB370FDE9C7F8AE3B,659B703FED2FF919CF20B726403F9727AD1E50C9D2517AA4F5B659BBDFDE9DB8,A8F487850BC563E93DE5B777AD344D22
14/07/2012 22:09,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.iyuv",enabled,"Codecs",System-wide,"Intel Indeo(R) Video YUV Codec","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\iyuv_32.dll",10.0.17763.1,"iyuv_32.dll",E920C7087FDEC9A5DC4E025E9938353F,041F536DF2D0EF499B9C2D30689D0E3CEACF7FDF,5196A02D92CA4D340943EABF10F8C7E730E0372E,20BAF71FDE531471E804FC4472EEEF3DB9AD991658983B2FB370FDE9C7F8AE3B,659B703FED2FF919CF20B726403F9727AD1E50C9D2517AA4F5B659BBDFDE9DB8,A8F487850BC563E93DE5B777AD344D22
15/09/1973 01:41,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.mrle",enabled,"Codecs",System-wide,"Microsoft RLE Compressor","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msrle32.dll",10.0.17763.1,"msrle32.dll",B3E3AD359FF4BC164F4D7049CE1FBE6E,1C30812BBA80131346C366F93CA78E399CD2AE91,2968B9B22F85C862F9DC395EB9BAD56D9CC73CB7,44E3AE52782C9EB30B2C4BC92D5E2B58367744FFC16BBF56D099F3A107C70A41,F802B09372EFE96D9B2BF3AD867D1CABD6677BA5BB22141F624D73E20F36E6CC,C9E0EF434DB73EF2D4770893C9B4D1DE
18/08/2014 01:26,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.msvc",enabled,"Codecs",System-wide,"Microsoft Video 1 Compressor","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msvidc32.dll",10.0.17763.1,"msvidc32.dll",4AEC8EC1CF7393FEBC89A82FF3715743,EF40B50D0E4FCE1048421904056EF5B971E86E83,601B21E434E1BA80FA2855CFE0E040005D7D01AE,58236A4F3D93BFCF039F10D1023EE2291B1FF957BC502056ECA1687BB9477D58,F7634BAEA9F6EBC86C3FB4379EC8A7956BC035FCB50FA463556A86DEF050D01B,6F64F61BC256216F37954C810127296D
30/06/2001 08:30,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.uyvy",enabled,"Codecs",System-wide,"Microsoft UYVY Video Decompressor","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msyuv.dll",10.0.17763.1,"msyuv.dll",DEA1A55DBBC317DA5AE754A87BC30D2B,C12698D98BB786370A6E13B96C16299EB6FF8242,86D93AB24F755E864C425D75D6F0084588A03CFB,ED01A630D154F0EBDF59D60DB78324E964E8B00850077178927319E19C3B6F43,F134EDB93FA26EE4F18E5871A92A0FC382BC471D431656CCBA8AAB0456D2FD5C,2D1AFB453331CCAB963C3211294B1F14
30/06/2001 08:30,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.yuy2",enabled,"Codecs",System-wide,"Microsoft UYVY Video Decompressor","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msyuv.dll",10.0.17763.1,"msyuv.dll",DEA1A55DBBC317DA5AE754A87BC30D2B,C12698D98BB786370A6E13B96C16299EB6FF8242,86D93AB24F755E864C425D75D6F0084588A03CFB,ED01A630D154F0EBDF59D60DB78324E964E8B00850077178927319E19C3B6F43,F134EDB93FA26EE4F18E5871A92A0FC382BC471D431656CCBA8AAB0456D2FD5C,2D1AFB453331CCAB963C3211294B1F14
27/11/2018 09:01,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.yvu9",enabled,"Codecs",System-wide,"Toshiba Video Codec","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\tsbyuv.dll",10.0.17763.1,"tsbyuv.dll",9D45DE74278CBC9B5B9FD5E4FC562600,ED589D224459E62BBB5B6E25971C0DC4A7073A37,175B1985674032AB8076E0BA3F65F84E07F2A15F,C52EB152FF062EB84838C43F74C3DBA1171282C237DA15E5886F55957903F9FB,6BCAA800710E7698D242B0118917BC1C5608D79DC6D8099042007DED35DB6168,49C1F10DF5D391C6E64E2AE9B8DC2124
30/06/2001 08:30,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","vidc.yvyu",enabled,"Codecs",System-wide,"Microsoft UYVY Video Decompressor","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msyuv.dll",10.0.17763.1,"msyuv.dll",DEA1A55DBBC317DA5AE754A87BC30D2B,C12698D98BB786370A6E13B96C16299EB6FF8242,86D93AB24F755E864C425D75D6F0084588A03CFB,ED01A630D154F0EBDF59D60DB78324E964E8B00850077178927319E19C3B6F43,F134EDB93FA26EE4F18E5871A92A0FC382BC471D431656CCBA8AAB0456D2FD5C,2D1AFB453331CCAB963C3211294B1F14
24/07/2001 11:40,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","wavemapper",enabled,"Codecs",System-wide,"Microsoft Sound Mapper","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\msacm32.drv",10.0.17763.1,"msacm32.drv",6D46104344395F9997B93BB423F40BC0,7274F571FE3E9720B43941818B9E307CB51C9FE2,B694130D9108B120CC56DDD57BDD31EF63BF3FD3,FC30B33A314A3560B7D7382A32E46E509488E0B77703E25CC9F4BF7D1A7C759D,68EC0A0F00ECFCBFB7AE27F6C42DDADA880A1AE8B11FF1F47DD956064A4494B4,7B6A64A4DA2FC805EDB269AD62733317
12/04/2013 10:50,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","msacm.l3acm",enabled,"Codecs",System-wide,"MPEG Layer-3 Audio Codec for MSACM","(Verified) Microsoft Windows","Fraunhofer Institut Integrierte Schaltungen IIS","c:\windows\syswow64\l3codeca.acm",1.9.0.401,"C:\Windows\SysWOW64\l3codeca.acm",7104CF2E111A65AC4F5C16690C63C481,B253501E632E919FAC83D658142654010A5D78EC,F4C095A6BF1920A276C10535702CA67180E4E55A,AAC4376128A9151CD1589E548C67B991D1594028EDE4F516C06210DA48FAED29,235ADE84A589F3A31F8740DC8A804696C00302589AB83772E0245D86072BF527,8288CE5B20880485613C671433229B23
04/07/1974 07:33,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","wave",enabled,"Codecs",System-wide,"Winmm  audio system driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\wdmaud.drv",10.0.17763.1,"wdmaud.drv",5FDE3AEA56616857FA586CBD2A82A360,7A16D5318313CA7CFCD494D0BA9D4B1962D259A6,E4BF17EFA770BDA5DBEBC00691B4EE905733CBCF,486CC9852107F1D92003A6ED5C395B57DBC691BD90265F60D6A6AD02DFD25C2E,BA32DD99951A892E2B5E54619B758DCAD414CCB89D69D873A117F48755FF1A27,B62B965070C7219292DCA03C8EBA785D
04/07/1974 07:33,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","midi",enabled,"Codecs",System-wide,"Winmm  audio system driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\wdmaud.drv",10.0.17763.1,"wdmaud.drv",5FDE3AEA56616857FA586CBD2A82A360,7A16D5318313CA7CFCD494D0BA9D4B1962D259A6,E4BF17EFA770BDA5DBEBC00691B4EE905733CBCF,486CC9852107F1D92003A6ED5C395B57DBC691BD90265F60D6A6AD02DFD25C2E,BA32DD99951A892E2B5E54619B758DCAD414CCB89D69D873A117F48755FF1A27,B62B965070C7219292DCA03C8EBA785D
04/07/1974 07:33,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","mixer",enabled,"Codecs",System-wide,"Winmm  audio system driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\wdmaud.drv",10.0.17763.1,"wdmaud.drv",5FDE3AEA56616857FA586CBD2A82A360,7A16D5318313CA7CFCD494D0BA9D4B1962D259A6,E4BF17EFA770BDA5DBEBC00691B4EE905733CBCF,486CC9852107F1D92003A6ED5C395B57DBC691BD90265F60D6A6AD02DFD25C2E,BA32DD99951A892E2B5E54619B758DCAD414CCB89D69D873A117F48755FF1A27,B62B965070C7219292DCA03C8EBA785D
04/07/1974 07:33,"HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32","aux",enabled,"Codecs",System-wide,"Winmm  audio system driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\wdmaud.drv",10.0.17763.1,"wdmaud.drv",5FDE3AEA56616857FA586CBD2A82A360,7A16D5318313CA7CFCD494D0BA9D4B1962D259A6,E4BF17EFA770BDA5DBEBC00691B4EE905733CBCF,486CC9852107F1D92003A6ED5C395B57DBC691BD90265F60D6A6AD02DFD25C2E,BA32DD99951A892E2B5E54619B758DCAD414CCB89D69D873A117F48755FF1A27,B62B965070C7219292DCA03C8EBA785D
15/09/2018 18:41,HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance,,,"Codecs",System-wide,,,,,,,,,,,
09/08/1960 04:12,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","DV Muxer",enabled,"Codecs",System-wide,"DirectShow Runtime.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\qdv.dll",10.0.17763.1,"HKCR\CLSID\{129D7E40-C10D-11D0-AFB9-00AA00B67A42}",59D603D4EB8D55D8856F00ACC1F36D0E,000FE4A9D12DE6D76144599DDBBA3E41FB1A9265,45528AEB03A404082CD025447F135C72B85BE35A,4784BBF3B831FBD041B35092D75C60A6A721E086CCCA749004288B29A73548A6,08F8B64235BA80484AD9708F3A49B0E180BFA8B37612E6DA637D5A2718EDA302,3A40E946286AE914C1E93E36D2AC4171
04/05/1908 18:26,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Color Space Converter",enabled,"Codecs",System-wide,"DirectShow Runtime.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\quartz.dll",10.0.17763.1,"HKCR\CLSID\{1643E180-90F5-11CE-97D5-00AA0055595A}",E0BFF672558500DCA87CF6CAF521ABAA,F4AC25DD49EDD7C04D2B712B575E17573B8FB624,C133D32F753FDF286C8049890D14158ACC70779E,4753B3FF4CB4FFEF08EF7C71276CDC7F74DDA5E9825309EB382B9859194E9956,D0034126AFA98180613B6A390F7AC306B8D2EAC7EA21146044C7EE56E0931236,8A63AE75E0B4B72B6F33DA09D508EE68
29/05/1924 19:47,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","WM ASF Reader",enabled,"Codecs",System-wide,"DirectShow ASF Support","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\qasf.dll",12.0.17763.1,"HKCR\CLSID\{187463A0-5BB7-11D3-ACBE-0080C75E246E}",4D3D6161BAD6C93D40E8CE9CA372EB54,12D307E008FC1F81BB7F8162951151535864A945,9A95B1A9015A7E1EDF18C97FC6B0D8ED2461BC5C,4927AFFAA7F87C7205EA438B0AFEFBD1AC7E0190C91385DBDD981E1E8A982BAA,29B71D910668D534163862779468CD8ADF5254C274FBFACB6E33915148044A15,BF7FA896AE69D4A30937AE1D9D72616D
04/05/1908 18:26,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","AVI Splitter",enabled,"Codecs",System-wide,"DirectShow Runtime.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\quartz.dll",10.0.17763.1,"HKCR\CLSID\{1B544C20-FD0B-11CE-8C63-00AA0044B51E}",E0BFF672558500DCA87CF6CAF521ABAA,F4AC25DD49EDD7C04D2B712B575E17573B8FB624,C133D32F753FDF286C8049890D14158ACC70779E,4753B3FF4CB4FFEF08EF7C71276CDC7F74DDA5E9825309EB382B9859194E9956,D0034126AFA98180613B6A390F7AC306B8D2EAC7EA21146044C7EE56E0931236,8A63AE75E0B4B72B6F33DA09D508EE68
04/05/1908 18:26,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","VGA 16 color ditherer",enabled,"Codecs",System-wide,"DirectShow Runtime.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\quartz.dll",10.0.17763.1,"HKCR\CLSID\{1DA08500-9EDC-11CF-BC10-00AA00AC74F6}",E0BFF672558500DCA87CF6CAF521ABAA,F4AC25DD49EDD7C04D2B712B575E17573B8FB624,C133D32F753FDF286C8049890D14158ACC70779E,4753B3FF4CB4FFEF08EF7C71276CDC7F74DDA5E9825309EB382B9859194E9956,D0034126AFA98180613B6A390F7AC306B8D2EAC7EA21146044C7EE56E0931236,8A63AE75E0B4B72B6F33DA09D508EE68
02/01/1932 03:40,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","SBE2MediaTypeProfile",enabled,"Codecs",System-wide,"DirectShow Stream Buffer Filter.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\sbe.dll",10.0.17763.1,"HKCR\CLSID\{1f26a602-2b5c-4b63-b8e8-9ea5c1a7dc2e}",53DEB379C36F1188A3E3857A3697481A,3067D73939F094AE33A8C3CD3BDD01CDC11551F5,4463E2FF212FCD05969CE319B72E14C646B16518,0CC1976D5DA59AABD18AAEC847AE64B22A18E007F202A4FDCF58DF1E42EBF154,B7FD1FFDE23BA9D79A5856FEB888289B3234AFEC2AEE38ED53065AA3519D6F30,D83B24C08477D6D5715F9D95E9C2A700
25/03/2029 11:58,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","Microsoft DTV-DVD Video Decoder",enabled,"Codecs",System-wide,"Microsoft DTV-DVD Video Decoder","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\msmpeg2vdec.dll",10.0.17763.348,"HKCR\CLSID\{212690FB-83E5-4526-8FD7-74478B7939CD}",980A48FF325E56D78DC6C95AC121BC20,D73D9FF814F169EB563A2864F57021BE003AB527,DEFE1FEAFEB2792505210B84BE7A5B77F0173E68,56B5E2870B782EDE2B9361E4A6FAC835B3E83C9D98350C4CA99656AB6260AF96,6D6A015560E5FCCC16CAAB4370992145926D7412CB2A2DC23FCAA90F533A3E75,A501D63C098C3D718D1EDD0E6208A1AA
07/03/1929 08:06,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","AC3 Parser Filter",enabled,"Codecs",System-wide,"DirectShow MPEG-2 Splitter.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\mpg2splt.ax",10.0.17763.1,"HKCR\CLSID\{280A3020-86CF-11D1-ABE6-00A0C905F375}",C9C6E24B9DD9DD9157254A2BDC696FC9,D1128E5435ABAD96443755ADF25F42E658B938D4,BE1FA0AD2C1A61EABF31C17956237DE731DDE532,808709029300A85D616EE61D99208A08D86ABC89BE955256AB86A720E961EAE1,B860C55E28BB443964F2692A87EBB717F2D19C5F26F92D146E217107C27FAC6C,3E65F8FED8C71460EBBBE2F1A75BC092
02/01/1932 03:40,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","StreamBufferSink",enabled,"Codecs",System-wide,"DirectShow Stream Buffer Filter.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\sbe.dll",10.0.17763.1,"HKCR\CLSID\{2DB47AE5-CF39-43C2-B4D6-0CD8D90946F4}",53DEB379C36F1188A3E3857A3697481A,3067D73939F094AE33A8C3CD3BDD01CDC11551F5,4463E2FF212FCD05969CE319B72E14C646B16518,0CC1976D5DA59AABD18AAEC847AE64B22A18E007F202A4FDCF58DF1E42EBF154,B7FD1FFDE23BA9D79A5856FEB888289B3234AFEC2AEE38ED53065AA3519D6F30,D83B24C08477D6D5715F9D95E9C2A700
04/05/1908 18:26,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","MJPEG Decompressor",enabled,"Codecs",System-wide,"DirectShow Runtime.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\quartz.dll",10.0.17763.1,"HKCR\CLSID\{301056D0-6DFF-11D2-9EEB-006008039E37}",E0BFF672558500DCA87CF6CAF521ABAA,F4AC25DD49EDD7C04D2B712B575E17573B8FB624,C133D32F753FDF286C8049890D14158ACC70779E,4753B3FF4CB4FFEF08EF7C71276CDC7F74DDA5E9825309EB382B9859194E9956,D0034126AFA98180613B6A390F7AC306B8D2EAC7EA21146044C7EE56E0931236,8A63AE75E0B4B72B6F33DA09D508EE68
04/05/1908 18:26,"HKLM\Software\Classes\CLSID\{083863F1-70DE-11d0-BD40-00A0C911CE86}\Instance","MPEG-I Stream Splitter",enabled,"Codecs",System-wide,"DirectShow Runtime.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\quartz.dll",10.0.17763.1,"HKCR\CLSID\{336475D0-942A-11CE-A870-00AA002FEAB5}",E0BFF672558500DCA87CF6CAF521ABAA,F4AC25DD49EDD7C04D2B712B575E17573B8FB624,C133D32F753FDF286C8049890D14158ACC70779E,4753B3FF4CB4FFEF08EF7C71276CDC7F74DDA5E9825309EB382B9859194E9956,D0034126AFA98180613B6A390F7AC306B8D2EAC7EA21146044C7EE56E0931236,8A63AE75E0B4B72B6F33DA09D508EE68
