system,driver_file,driver_base,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","\SystemRoot\System32\drivers\i8042prt.sys","0xFFFFF8064B2D0000","C:\Windows\System32\drivers\","i8042prt.sys","110592","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:22Z","2018-09-15T07:28:19Z","Microsoft Corporation","i8042 Port Driver","10.0.17763.1 (WinBuild.160101.0800)","i8042prt.sys","&#169; Microsoft Corporation. All rights reserved.","i8042prt.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7ef070f21cab7e8dc906f9ca8516ce5b","25e7e4adf546e3a6523e0ca861bc7a255ff2e516","810bc30c63f954bc5e612c53b6f51fdec6affbe932f0332b63fe02a6987521ef"
"CrowdResponse","\SystemRoot\System32\drivers\kbdclass.sys","0xFFFFF8064B300000","C:\Windows\System32\drivers\","kbdclass.sys","67896","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:23Z","2018-09-15T07:28:19Z","Microsoft Corporation","Keyboard Class Driver","10.0.17763.1 (WinBuild.160101.0800)","kbdclass.sys","&#169; Microsoft Corporation. All rights reserved.","kbdclass.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","38edac4667f2616442770d8db0b2dc25","03d994f56e758c25c4121ba4b3f04764fb5d455c","0b23ba25b76eb2ec4d57f0f1ddbd29a515a865c201050b3a00b50c232be9bca0"
"CrowdResponse","\SystemRoot\System32\drivers\vmmouse.sys","0xFFFFF8064B320000","C:\Windows\System32\drivers\","vmmouse.sys","34112","0x20","ARCHIVE","2020-03-30T15:44:22Z","2023-10-06T17:44:28Z","2020-03-30T15:44:22Z","VMware, Inc.","VMware Pointing PS/2 Device Driver","12.5.10.0","vmmouse.sys","Copyright &#169; 1998-2019 VMware, Inc.","vmmouse.sys","VMware Pointing PS/2 Device Driver","12.5.10.0 build-14169150","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","d04d38289c5c3c39ae4651ab9ec1a803","d139fd24378c9dd8b946e64d8bf4a6f72de4d914","a7bcf13d0950e75613f57e053a1bd1e6a26ec3eebbaac5e0fab57370052773f7"
"CrowdResponse","\SystemRoot\System32\drivers\mouclass.sys","0xFFFFF8064B330000","C:\Windows\System32\drivers\","mouclass.sys","61240","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:24Z","2018-09-15T07:28:19Z","Microsoft Corporation","Mouse Class Driver","10.0.17763.1 (WinBuild.160101.0800)","mouclass.sys","&#169; Microsoft Corporation. All rights reserved.","mouclass.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","46708375d885cdd367cb6027a515d0e0","abbdf5a5e6c437f9753f43644029eef63a11d786","e36ff90109b18fc0f5549885134dc5d787dd6246f88c8b896f6c91199ba45f66"
"CrowdResponse","\SystemRoot\System32\drivers\serial.sys","0xFFFFF8064B350000","C:\Windows\System32\drivers\","serial.sys","89600","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:26Z","2018-09-15T07:28:18Z","Microsoft Corporation","Serial Device Driver","10.0.17763.1 (WinBuild.160101.0800)","serial.sys","&#169; Microsoft Corporation. All rights reserved.","serial.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","6d581ad1593b35711075886f153a8bae","cb5ed32dccd3de26dd80167f4feddb57489f0519","82f5046e5895db263a0cd7e820ec9595fe260220a6b5c2ba10c2308c2d8b9dd8"
"CrowdResponse","\SystemRoot\System32\drivers\serenum.sys","0xFFFFF8064B370000","C:\Windows\System32\drivers\","serenum.sys","27648","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:26Z","2018-09-15T07:28:18Z","Microsoft Corporation","Serial Port Enumerator","10.0.17763.1 (WinBuild.160101.0800)","serenum.sys","&#169; Microsoft Corporation. All rights reserved.","serenum.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","51b9b16e99b1ef7d2107629db8c4b578","a21397a14dd127693cffdf5211952ce6f806f555","0dfbea7e446970d451442a6df8f40c5fb79ad2ce7f839fe280cc18ac8a891c4b"
"CrowdResponse","\SystemRoot\system32\DRIVERS\vm3dmp_loader.sys","0xFFFFF8064B380000","C:\Windows\system32\DRIVERS\","vm3dmp_loader.sys","44560","0x20","ARCHIVE","2020-03-30T15:49:52Z","2023-10-06T17:44:28Z","2020-03-30T15:49:52Z","VMware, Inc.","VMware SVGA 3D Miniport Loader","8.16.07.0005","vm3dmp_loader.sys","Copyright (C) 1998-2019 VMware, Inc.","vm3dmp_loader.sys","VMware SVGA 3D","8.16.07.0005 - build-14943755","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","6cb04e8de0a179bd111a06e3814e051c","8354f5bae2cf05fbe5457ccda1997a45dc3e3ad1","de36b122b06401fc9eda9e73e0e20194a35410bebabe8b378b9cc132a32749dd"
"CrowdResponse","\SystemRoot\system32\DRIVERS\vm3dmp.sys","0xFFFFF8064B390000","C:\Windows\system32\DRIVERS\","vm3dmp.sys","307728","0x20","ARCHIVE","2020-03-30T15:49:52Z","2023-10-06T17:44:28Z","2020-03-30T15:49:52Z","VMware, Inc.","VMware SVGA 3D Miniport","8.16.07.0005","vm3dmp.sys","Copyright (C) 1998-2019 VMware, Inc.","vm3dmp.sys","VMware SVGA 3D","8.16.07.0005 - build-14943755","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","29f15de99b42f4328dd16919f60af091","d50cd75328706eccdf27e4f1d71892219816e66e","fff43e5e5000e537bc8361a05c97a1b1c0552ca4aa5134a48a5e6a4a664191f3"
"CrowdResponse","\SystemRoot\System32\drivers\usbuhci.sys","0xFFFFF8064B3E0000","C:\Windows\System32\drivers\","usbuhci.sys","35840","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:27Z","2018-09-15T07:28:19Z","Microsoft Corporation","UHCI USB Miniport Driver","10.0.17763.1 (WinBuild.160101.0800)","USBUHCI.sys","&#169; Microsoft Corporation. All rights reserved.","USBUHCI.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","2daeb3d979208b3dda0c480bfd1d6a3b","01715a2b44a47b3c7e5c47a3632810a39597ba13","a2041411fdd1baa48fcee5823a81a4475ed301ebd8da1e6c1519422431a7751d"
"CrowdResponse","\SystemRoot\System32\drivers\USBPORT.SYS","0xFFFFF8064B400000","C:\Windows\System32\drivers\","USBPORT.SYS","475960","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-09-20T10:23:42Z","2018-09-15T07:28:19Z","Microsoft Corporation","USB 1.1 & 2.0 Port Driver","10.0.17763.1 (WinBuild.160101.0800)","usbport.sys","&#169; Microsoft Corporation. All rights reserved.","usbport.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","8075806a5a0c495ce6ba57c60a88a72d","cde706e9908770121a815609ed211642b4a13c2f","8628522eb9139580c126ebd3ec206d635e05434ddf626237d4b72fd371c58f36"
"CrowdResponse","\SystemRoot\System32\drivers\HDAudBus.sys","0xFFFFF8064B480000","C:\Windows\System32\drivers\","HDAudBus.sys","104960","0x20","ARCHIVE","2018-09-15T07:28:15Z","2023-10-06T17:44:22Z","2018-09-15T07:28:15Z","Microsoft Corporation","High Definition Audio Bus Driver","10.0.17763.1 (WinBuild.160101.0800)","hdaudbus.sys","&#169; Microsoft Corporation. All rights reserved.","hdaudbus.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","855678c1760ae7dce0cf2bafd989176e","8c14c395cd41eb75698c5668738d33a14b68821c","d16ab9065e1f23b8715e62cd4677369c6a696e261771e42240e0d178a9c31f0c"
"CrowdResponse","\SystemRoot\System32\drivers\portcls.sys","0xFFFFF8064B4A0000","C:\Windows\System32\drivers\","portcls.sys","381440","0x20","ARCHIVE","2018-09-15T07:28:15Z","2023-09-20T11:11:47Z","2018-09-15T07:28:15Z","Microsoft Corporation","Port Class (Class Driver for Port/Miniport Devices)","10.0.17763.1 (WinBuild.160101.0800)","portcls.sys","&#169; Microsoft Corporation. All rights reserved.","portcls.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","0fbbb090a5ca64a32bb05d58cb872f36","054c8b3f6db890a14c583ba855ee30a233622c98","8fcae69ae6f76903ac9183d872ff26a9b209dda0d0cbd6bb3a36683a4aa943b4"
"CrowdResponse","\SystemRoot\System32\drivers\drmk.sys","0xFFFFF8064B510000","C:\Windows\System32\drivers\","drmk.sys","98304","0x20","ARCHIVE","2018-09-15T07:28:15Z","2023-09-20T10:23:42Z","2018-09-15T07:28:15Z","Microsoft Corporation","Microsoft Trusted Audio Drivers","10.0.17763.1 (WinBuild.160101.0800)","drmk.sys","&#169; Microsoft Corporation. All rights reserved.","drmk.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","bc779be4e60b7d8de754804db622f6f8","91c3d11ebf481cd54e68f399e3e4f589270c327b","0fc58e8b65ccdf8ec005fe8f51c61bdbfca053131647d576956dd2f2e2bb87f1"
"CrowdResponse","\SystemRoot\System32\drivers\ks.sys","0xFFFFF8064B540000","C:\Windows\System32\drivers\","ks.sys","448000","0x20","ARCHIVE","2018-09-15T07:28:53Z","2023-09-20T10:23:42Z","2018-09-15T07:28:53Z","Microsoft Corporation","Kernel CSA Library","10.0.17763.1 (WinBuild.160101.0800)","ks.sys","&#169; Microsoft Corporation. All rights reserved.","ks.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","41e3e18177fbeade3a4ede153c4f8160","3376f0155827410349fc307b1d2a7c265021ced7","12f71caca6e69b644b0cbd3e53df40d93d6a971ee5374aa10f08d281a093a25f"
"CrowdResponse","\SystemRoot\System32\drivers\usbehci.sys","0xFFFFF8064B5C0000","C:\Windows\System32\drivers\","usbehci.sys","99128","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:27Z","2018-09-15T07:28:19Z","Microsoft Corporation","EHCI eUSB Miniport Driver","10.0.17763.1 (WinBuild.160101.0800)","USBEHCI.sys","&#169; Microsoft Corporation. All rights reserved.","USBEHCI.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","4caba64df4b1f3e772e70fd4fae6ca0c","9444c604a2a954068e010e2605889211fb10ebb2","d9c414c26cfa69e18a3996573b8a40714ef7433c3634bf7dd8140bfa9872a07d"
"CrowdResponse","\SystemRoot\System32\drivers\e1i63x64.sys","0xFFFFF8064B5E0000","C:\Windows\System32\drivers\","e1i63x64.sys","524800","0x20","ARCHIVE","2018-09-15T07:28:15Z","2023-10-06T17:44:21Z","2018-09-15T07:28:15Z","Intel Corporation","Intel(R) Gigabit Adapter NDIS 6.x driver","12.15.22.6","e1i63x64.sys","Copyright(C) 2013, Intel Corporation.  All rights reserved.","e1i63x64.sys","Intel(R) Gigabit Adapter","12.15.22.6","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","83e4a14f851341c933c3235bfb882eca","e4a80a53ef2410555aa2325915d4c0340bc71101","152edef6b566d010fe519fe4b046050a5281069b48aff8a2395d7d2bd0519701"
"CrowdResponse","\SystemRoot\System32\drivers\USBXHCI.SYS","0xFFFFF8064B670000","C:\Windows\System32\drivers\","USBXHCI.SYS","467768","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:27Z","2018-09-15T07:28:19Z","Microsoft Corporation","USB XHCI Driver","10.0.17763.1 (WinBuild.160101.0800)","usbxhci.sys","&#169; Microsoft Corporation. All rights reserved.","usbxhci.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","10165eccc7a1df3c1b6aa53c8eb2a87f","bb8156d6e9fd2f161d489482efcf20246dc3eba9","d6f34032ecefcc7e80cccd111a9fba14b00d89c6a33cfc5fb0247c1e48307869"
"CrowdResponse","\SystemRoot\system32\drivers\ucx01000.sys","0xFFFFF8064A2F0000","C:\Windows\system32\drivers\","ucx01000.sys","236344","0x20","ARCHIVE","2018-09-15T07:28:22Z","2023-10-06T17:44:27Z","2018-09-15T07:28:22Z","Microsoft Corporation","USB Controller Extension","10.0.17763.1 (WinBuild.160101.0800)","ucx01000.sys","&#169; Microsoft Corporation. All rights reserved.","ucx01000.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","8bc17a0c2d93b66cda5c5a9dc6854406","7ff8e185cff5d09f5140bfa2159d63d50bb35ca5","0073780a6ab012f2eae66b5d11d8b3e111dfccf3d3c0dd5b6dfc72c75a841cf9"
"CrowdResponse","\SystemRoot\System32\drivers\vmgencounter.sys","0xFFFFF8064B6F0000","C:\Windows\System32\drivers\","vmgencounter.sys","21816","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:22Z","2018-09-15T07:28:19Z","Microsoft Corporation","Virtual Machine Generation Counter","10.0.17763.1 (WinBuild.160101.0800)","vmgencounter.sys","&#169; Microsoft Corporation. All rights reserved.","vmgencounter.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","0b7cfd2f8b043740ce20a23b666de408","cd81d362e1e3d71395ad9a57fcb01130a3b26e2d","ded6e078c59f112922185c7708e0b2e110b284cba13524aa0e4a72c13db046c0"
"CrowdResponse","\SystemRoot\System32\drivers\CmBatt.sys","0xFFFFF8064B700000","C:\Windows\System32\drivers\","CmBatt.sys","34816","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:21Z","2018-09-15T07:28:18Z","Microsoft Corporation","Control Method Battery Driver","10.0.17763.1 (WinBuild.160101.0800)","cmbatt.sys","&#169; Microsoft Corporation. All rights reserved.","cmbatt.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","ebd069fb399ee8eac498d5f9b129aaa5","bff95c433c58c237242bdf1ee7185b962c950c40","021f5755ce0fbfc9373b2b92b128d34ac7d792974df09f08e4af8d5a760c58a7"
"CrowdResponse","\SystemRoot\System32\drivers\BATTC.SYS","0xFFFFF8064BBD0000","C:\Windows\System32\drivers\","BATTC.SYS","40760","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-09-20T10:23:42Z","2018-09-15T07:28:18Z","Microsoft Corporation","Battery Class Driver","10.0.17763.1 (WinBuild.160101.0800)","battc.sys","&#169; Microsoft Corporation. All rights reserved.","battc.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","6181a030334bb4a48d077eac69cfbc61","a5eb9e3b8be80b734379093e54489799718fae6f","7920615c3437a084c83ec82b8e5050a14a6e089ef8054b0aeae2f725e4b1e273"
"CrowdResponse","\SystemRoot\System32\drivers\intelppm.sys","0xFFFFF8064A330000","C:\Windows\System32\drivers\","intelppm.sys","219648","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:23Z","2018-09-15T07:28:18Z","Microsoft Corporation","Processor Device Driver","10.0.17763.1 (WinBuild.160101.0800)","intelppm.sys","&#169; Microsoft Corporation. All rights reserved.","intelppm.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","84bd903f361891cb3c3ceb1da5198130","eeab30a1583de4fc01c71c86b0de3d52f135794c","8f3a77ce673a43b996bd257b755a158e76e4babcbb5475c7764104242004f529"
"CrowdResponse","\SystemRoot\System32\drivers\pnpmem.sys","0xFFFFF8064BBF0000","C:\Windows\System32\drivers\","pnpmem.sys","17408","0x20","ARCHIVE","2018-09-15T07:28:17Z","2023-10-06T17:44:25Z","2018-09-15T07:28:17Z","Microsoft Corporation","Plug and Play Memory Driver","10.0.17763.1 (WinBuild.160101.0800)","pnpmem.sys","&#169; Microsoft Corporation. All rights reserved.","pnpmem.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","be7468019b1731ca2faa030c13db1913","5cfb70bdd599cd5e84621a85b21d5555e11253ad","8aa97fb41c4ede3586784266cdef3b2a71962667deb713e1bb57be8c1b78554a"
"CrowdResponse","\SystemRoot\System32\drivers\NdisVirtualBus.sys","0xFFFFF8064B0D0000","C:\Windows\System32\drivers\","NdisVirtualBus.sys","20992","0x20","ARCHIVE","2018-09-15T07:28:56Z","2023-10-06T17:44:25Z","2018-09-15T07:28:56Z","Microsoft Corporation","Microsoft Virtual Network Adapter Enumerator","10.0.17763.1 (WinBuild.160101.0800)","NdisVirtualBus.sys","&#169; Microsoft Corporation. All rights reserved.","NdisVirtualBus.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","69e1e41c47b2b11c53a6193e49adef11","8c6472ff1a0eb59bb3d5ef1654f3e5c9e19fdcda","0deb21f5a40c71217b0c1717e19c0fc7d49a10b363b9abe1bc56f6f77505f16f"
"CrowdResponse","\SystemRoot\System32\DriverStore\FileRepository\swenum.inf_amd64_31f554b660026323\swenum.sys","0xFFFFF8064B0E0000","C:\Windows\System32\DriverStore\FileRepository\swenum.inf_amd64_31f554b660026323\","swenum.sys","18944","0x20","ARCHIVE","2018-09-15T07:28:17Z","2023-10-06T17:44:26Z","2018-09-15T07:28:17Z","Microsoft Corporation","Plug and Play Software Device Enumerator","10.0.17763.1 (WinBuild.160101.0800)","swenum.sys","&#169; Microsoft Corporation. All rights reserved.","swenum.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","b8acabc8939cb50047c2bf0272b5156c","258244c45ed2615224aea1828bf32d5a3ed5c4b5","36d8e38c6e5be6ccb235e8c38e54ecdce377e6e96895c13f1bbedb4441a2bc2b"
"CrowdResponse","\SystemRoot\System32\drivers\rdpbus.sys","0xFFFFF8064A370000","C:\Windows\System32\drivers\","rdpbus.sys","28160","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:25Z","2018-09-15T07:28:19Z","Microsoft Corporation","Microsoft RDP Bus Device driver","10.0.17763.1 (WinBuild.160101.0800)","RDPBUS.SYS","&#169; Microsoft Corporation. All rights reserved.","RDPBUS.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","76c18f3b4eb5bc611fa7f249cf676911","c345b5e4fe052d6025bb6b8dbea25b5b97e3c231","2eb981688fccb1f6abf0c4300dfd7cbb495899a9d0461f91c5054af173ac34f3"
"CrowdResponse","\SystemRoot\System32\drivers\usbhub.sys","0xFFFFF8064A380000","C:\Windows\System32\drivers\","usbhub.sys","535352","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:27Z","2018-09-15T07:28:19Z","Microsoft Corporation","Default Hub Driver for USB","10.0.17763.1 (WinBuild.160101.0800)","usbhub.sys","&#169; Microsoft Corporation. All rights reserved.","usbhub.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","04a34578bc8a70b5698d1d950c4f22fb","961b5452736c6515702a815ed218bd1afb786fd7","183fb5db96f97498af6e89a4b7129582c5f2dca1ad0c17ed114f758b4518d187"
"CrowdResponse","\SystemRoot\System32\drivers\USBD.SYS","0xFFFFF8064A410000","C:\Windows\System32\drivers\","USBD.SYS","33592","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-09-20T10:23:42Z","2018-09-15T07:28:19Z","Microsoft Corporation","Universal Serial Bus Driver","10.0.17763.1 (WinBuild.160101.0800)","usbd.sys","&#169; Microsoft Corporation. All rights reserved.","usbd.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","bf0f47fb6368a2275816f8823e16e414","61332406bc7071fce39076b4048007da0d7f8d29","ffaf105094ba954fa9b72bb0526135cc386314d9acc12000098fb34a8736747a"
"CrowdResponse","\SystemRoot\System32\drivers\UsbHub3.sys","0xFFFFF80649840000","C:\Windows\System32\drivers\","UsbHub3.sys","586552","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:27Z","2018-09-15T07:28:19Z","Microsoft Corporation","USB3 HUB Driver","10.0.17763.1 (WinBuild.160101.0800)","usbhub3.sys","&#169; Microsoft Corporation. All rights reserved.","usbhub3.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","6c5563f34424790a8f23985d837d18c0","3b1077634903550e8532e4450f80ea92143eedb3","f8ad3df705735fe3dfcf758e8cb1688929fb7b09c957da0873dabb944c24c679"
"CrowdResponse","\SystemRoot\system32\DRIVERS\HdAudio.sys","0xFFFFF8064A420000","C:\Windows\system32\DRIVERS\","HdAudio.sys","398336","0x20","ARCHIVE","2018-09-15T07:28:15Z","2023-10-06T17:44:22Z","2018-09-15T07:28:15Z","Microsoft Corporation","High Definition Audio Function Driver","10.0.17763.1 (WinBuild.160101.0800)","HDAudio.sys","&#169; Microsoft Corporation. All rights reserved.","HDAudio.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","6973720ab8b0f7063b05e9211661af5e","b8ece1fae94958d3b1c7ad9383bc8ea9818cc487","ad6511318a0da86d794fcc54dde96b4907620c714ffc2e637583bfbbe57cdae1"
"CrowdResponse","\SystemRoot\system32\drivers\ksthunk.sys","0xFFFFF8064A490000","C:\Windows\system32\drivers\","ksthunk.sys","28672","0x20","ARCHIVE","2018-09-15T07:28:52Z","2023-10-06T17:44:23Z","2018-09-15T07:28:52Z","Microsoft Corporation","Kernel Streaming WOW Thunk Service","10.0.17763.1 (WinBuild.160101.0800)","ksthunk.sys","&#169; Microsoft Corporation. All rights reserved.","ksthunk.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7e3bedef17ffc3da9e2e306138c5250f","4f937ebd5283d80c61a421f331633f996f612f0e","d717ce30ee9e1faaa59837e0755ed57fd76629aa28e241c23269bbbfc430ef0e"
"CrowdResponse","\SystemRoot\System32\drivers\usbccgp.sys","0xFFFFF8064A790000","C:\Windows\System32\drivers\","usbccgp.sys","179000","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:27Z","2018-09-15T07:28:19Z","Microsoft Corporation","USB Common Class Generic Parent Driver","10.0.17763.1 (WinBuild.160101.0800)","USBCCGP.SYS","&#169; Microsoft Corporation. All rights reserved.","USBCCGP.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","b116ec25d7ad2edd602a6edea8d7681c","4ab159894d483e17f137117ddc4021997cd840b5","6e1d3d27e58cb7f770550c9e732b7ddbaa2adde8e8a56107fd68e20c42fee8d9"
"CrowdResponse","\SystemRoot\System32\drivers\hidusb.sys","0xFFFFF8064A7D0000","C:\Windows\System32\drivers\","hidusb.sys","43520","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:22Z","2018-09-15T07:28:19Z","Microsoft Corporation","USB Miniport Driver for Input Devices","10.0.17763.1 (WinBuild.160101.0800)","HIDUSB.SYS","&#169; Microsoft Corporation. All rights reserved.","HIDUSB.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","69edc8900c69e2bbb13d2fd24b3a085c","24649a55dc06567d1d72a3a8fe324f804c7dcae4","ea95ea30fee4788c3d41c723597519b380c7d3e71c89e19db9f53944e4f4118c"
"CrowdResponse","\SystemRoot\System32\drivers\HIDCLASS.SYS","0xFFFFF8064A190000","C:\Windows\System32\drivers\","HIDCLASS.SYS","209920","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-09-20T10:23:43Z","2018-09-15T07:28:19Z","Microsoft Corporation","Hid Class Library","10.0.17763.1 (WinBuild.160101.0800)","hidclass.sys","&#169; Microsoft Corporation. All rights reserved.","hidclass.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","17619390692c442bd0ec85374e702a18","e18b861c46ff4d06c955e03386173f27fd62246a","ec7fc981c222e8037048f5d1410d14e6427fcc7c66639a2721e4bdde7745c69e"
"CrowdResponse","\SystemRoot\System32\drivers\HIDPARSE.SYS","0xFFFFF8064A1D0000","C:\Windows\System32\drivers\","HIDPARSE.SYS","46080","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:40:03Z","2019-03-12T06:32:58Z","Microsoft Corporation","Hid Parsing Library","10.0.17763.379 (WinBuild.160101.0800)","hidparse.sys","&#169; Microsoft Corporation. All rights reserved.","hidparse.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.379","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b779a24256aa5e7406d0ba6036a058e4","faeb10c4dd8a89309ad63506832b28ea73e5c172","bd89d5a2d61c1274f49db8178fe0c497a4a5be3beda698683291afb8468a188c"
